type;price;kamar_tidur;luas_tanah;luas_bangunan;sertifikasi;area;region
Rumah Second;17.0;3.0;232.0;255.0;HGB;Mantrijeron; Kota Yogyakarta
Rumah Second;18.0;4.0;120.0;200.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;700.0;3.0;125.0;75.0;SHM;Gamping; Kab. Sleman
Rumah Second;34.0;3.0;402.0;170.0;SHM;Wirobrajan; Kota Yogyakarta
Rumah Second;551.0;3.0;124.0;58.0;SHM;Sleman; Kab. Sleman
Rumah Second;815.0;3.0;110.0;75.0;SHM;Mlati; Kab. Sleman
Rumah Second;561.0;2.0;98.0;36.0;SHM;Sedayu; Kab. Bantul
Rumah Second;360.0;2.0;105.0;36.0;SHM;Kalasan; Kab. Sleman
Rumah Second;11.0;4.0;104.0;150.0;SHM;Kalasan; Kab. Sleman
Rumah Second;18.0;4.0;164.0;190.0;HGB;Mlati; Kab. Sleman
Rumah Second;550.0;3.0;126.0;58.0;SHM;Mlati; Kab. Sleman
Rumah Second;510.0;3.0;107.0;65.0;SHM;Jetis; Kab. Bantul
Rumah Second;635.0;2.0;103.0;57.0;SHM;Kalasan; Kab. Sleman
Rumah Second;500.0;3.0;107.0;70.0;SHM;Jetis; Kab. Bantul
Rumah Second;46.0;3.0;180.0;145.0;SHM;Depok; Kab. Sleman
Rumah Second;44.0;3.0;170.0;145.0;SHM;Depok; Kab. Sleman
Rumah Second;41.0;3.0;160.0;125.0;SHM;Depok; Kab. Sleman
Rumah Second;38.0;3.0;142.0;125.0;SHM;Depok; Kab. Sleman
Rumah Second;33.0;3.0;166.0;135.0;HGB;Mlati; Kab. Sleman
Rumah Second;21.0;3.0;110.0;107.0;HGB;Mlati; Kab. Sleman
Rumah Second;23.0;3.0;129.0;126.0;SHM;Depok; Kab. Sleman
Rumah Second;44.0;3.0;260.0;142.0;HGB;Mlati; Kab. Sleman
Rumah Second;18.0;3.0;120.0;93.0;SHM;Gamping; Kab. Sleman
Rumah Second;11.0;3.0;235.0;90.0;SHM;Ngemplak; Kab. Sleman
Rumah Second;275.0;2.0;72.0;50.0;HGB;Sedayu; Kab. Bantul
Rumah Second;12.0;3.0;185.0;100.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;21.0;3.0;163.0;142.0;SHM;Banguntapan; Kab. Bantul
Rumah Second;29.0;4.0;110.0;146.0;SHM;Mlati; Kab. Sleman
Rumah Second;299.0;2.0;106.0;36.0;SHM;Seyegan; Kab. Sleman
Rumah Second;690.0;2.0;80.0;43.0;HGB;Godean; Kab. Sleman
Rumah Second;800.0;2.0;191.0;191.0;SHM;Pakem; Kab. Sleman
Rumah Second;105.0;8.0;1289.0;607.0;SHM;Sleman; Kab. Sleman
Rumah Second;17.0;5.0;131.0;150.0;HGB;Gamping; Kab. Sleman
Rumah Second;14.0;3.0;865.0;200.0;SHM;Pengasih; Kab. Kulon Progo
Rumah Second;520.0;3.0;107.0;65.0;SHM;Jetis; Kab. Bantul
Rumah Second;700.0;2.0;89.0;60.0;SHM;Gamping; Kab. Sleman
Rumah Second;17.0;6.0;198.0;250.0;SHM;Godean; Kab. Sleman
Rumah Second;315.0;2.0;72.0;45.0;SHM;Bantul; Kab. Bantul
Rumah Second;590.0;3.0;97.0;70.0;SHM;Sleman; Kab. Sleman
Rumah Second;454.0;2.0;73.0;40.0;SHM;Banguntapan; Kab. Bantul
Rumah Second;576.0;3.0;105.0;50.0;SHM;Tegalrejo; Kota Yogyakarta
Rumah Second;210.0;2.0;60.0;30.0;SHM;Pajangan; Kab. Bantul
Rumah Second;570.0;3.0;111.0;55.0;SHM;Kalasan; Kab. Sleman
Rumah Second;5005.0;2.0;100.0;45.0;SHM;Kalasan; Kab. Sleman
Rumah Second;185.0;2.0;267.0;120.0;SHM;Karangmojo; Kab. Gunung Kidul
Rumah Second;44.0;6.0;318.0;405.0;SHM;Depok; Kab. Sleman
Rumah Second;550.0;2.0;124.0;60.0;SHM;Kalasan; Kab. Sleman
Rumah Second;890.0;3.0;102.0;70.0;HGB;Ngaglik; Kab. Sleman
Rumah Second;270.0;2.0;80.0;40.0;SHM;Prambanan; Kab. Sleman
Rumah Second;665.0;3.0;97.0;60.0;SHM;Kalasan; Kab. Sleman
Rumah Second;499.0;2.0;107.0;43.0;SHM;Kalasan; Kab. Sleman
Rumah Second;575.0;3.0;97.0;56.0;SHM;Kalasan; Kab. Sleman
Rumah Second;45.0;6.0;319.0;405.0;SHM;Kraton; Kota Yogyakarta
Rumah Second;550.0;3.0;124.0;56.0;SHM;Godean; Kab. Sleman
Rumah Second;550.0;3.0;124.0;58.0;SHM;Seyegan; Kab. Sleman
Rumah Second;825.0;3.0;99.0;66.0;SHM;Gondomanan; Kota Yogyakarta
Rumah Second;650.0;3.0;90.0;65.0;SHM;Ngemplak; Kab. Sleman
Rumah Second;17.0;3.0;117.0;119.0;SHM;Ngemplak; Kab. Sleman
Rumah Second;550.0;3.0;126.0;58.0;SHM;Gamping; Kab. Sleman
Rumah Second;826.0;3.0;126.0;70.0;SHM;Mlati; Kab. Sleman
Rumah Second;497.0;2.0;50.0;81.0;SHM;Kasihan; Kab. Bantul
Rumah Second;32.0;4.0;158.0;180.0;HGB;Sleman; Kab. Sleman
Rumah Second;850.0;4.0;114.0;100.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;27.0;5.0;765.0;200.0;SHM;Depok; Kab. Sleman
Rumah Second;12.0;4.0;135.0;88.0;HGB;Gamping; Kab. Sleman
Rumah Second;240.0;2.0;63.0;36.0;SHM;Prambanan; Kab. Sleman
Rumah Second;23.0;3.0;129.0;126.0;HGB;Depok; Kab. Sleman
Rumah Second;535.0;1.0;90.0;60.0;SHM;Sleman; Kab. Sleman
Rumah Second;15.0;7.0;228.0;300.0;SHM;Sewon; Kab. Bantul
Rumah Second;355.0;1.0;70.0;36.0;SHM;Kasihan; Kab. Bantul
Rumah Second;350.0;2.0;139.0;50.0;SHM;Sewon; Kab. Bantul
Rumah Second;300.0;2.0;72.0;36.0;SHM;Playen; Kab. Gunung Kidul
Rumah Second;950.0;3.0;145.0;85.0;SHM;Kalasan; Kab. Sleman
Rumah Second;917.0;2.0;100.0;45.0;SHM;Sewon; Kab. Bantul
Rumah Second;799.0;3.0;126.0;90.0;SHM;Depok; Kab. Sleman
Rumah Second;775.0;3.0;130.0;80.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;18.0;3.0;102.0;138.0;SHM;Mlati; Kab. Sleman
Rumah Second;650.0;2.0;95.0;95.0;SHM;Gamping; Kab. Sleman
Rumah Second;185.0;2.0;60.0;27.0;SHM;Bantul; Kab. Bantul
Rumah Second;580.0;3.0;100.0;85.0;SHM;Mlati; Kab. Sleman
Rumah Second;18.0;4.0;122.0;130.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;552.0;3.0;107.0;48.0;SHM;Sedayu; Kab. Bantul
Rumah Second;490.0;2.0;137.0;45.0;SHM;Seyegan; Kab. Sleman
Rumah Second;14.0;3.0;141.0;100.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;475.0;2.0;88.0;75.0;SHM;Kasihan; Kab. Bantul
Rumah Second;5415.0;2.0;120.0;36.0;SHM;Sleman; Kab. Sleman
Rumah Second;9999.0;3.0;154.0;120.0;SHM;Gamping; Kab. Sleman
Rumah Second;15.0;3.0;189.0;200.0;SHM;Sewon; Kab. Bantul
Rumah Second;2.0;3.0;163.0;120.0;SHM;Mlati; Kab. Sleman
Rumah Second;39.0;6.0;297.0;288.0;SHM;Kalasan; Kab. Sleman
Rumah Second;350.0;2.0;104.0;50.0;SHM;Moyudan; Kab. Sleman
Rumah Second;550.0;2.0;111.0;111.0;SHM;Pundong; Kab. Bantul
Rumah Second;37.0;6.0;220.0;330.0;SHM;Depok; Kab. Sleman
Rumah Second;250.0;2.0;72.0;30.0;Tidak Tersedia;Ngaglik; Kab. Sleman
Rumah Second;180.0;3.0;114.0;125.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;14.0;3.0;100.0;80.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;21.0;10.0;96.0;250.0;SHM;Depok; Kab. Sleman
Rumah Second;700.0;2.0;75.0;75.0;SHM;Depok; Kab. Sleman
Rumah Second;395.0;2.0;86.0;36.0;SHM;Kasihan; Kab. Bantul
Rumah Second;725.0;4.0;102.0;139.0;SHM;Sleman; Kab. Sleman
Rumah Second;16.0;3.0;93.0;70.0;SHM;Gamping; Kab. Sleman
Rumah Second;470.0;2.0;107.0;50.0;SHM;Seyegan; Kab. Sleman
Rumah Second;47.0;4.0;110.0;146.0;Tidak Tersedia;Mlati; Kab. Sleman
Rumah Second;13.0;4.0;132.0;132.0;Tidak Tersedia;Mantrijeron; Kota Yogyakarta
Rumah Second;690.0;2.0;90.0;51.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;590.0;2.0;113.0;45.0;SHM;Berbah; Kab. Sleman
Rumah Second;733.0;2.0;92.0;42.0;SHM;Gamping; Kab. Sleman
Rumah Second;375.0;2.0;80.0;45.0;SHM;Pandak; Kab. Bantul
Rumah Second;355.0;2.0;75.0;45.0;SHM;Kasihan; Kab. Bantul
Rumah Second;335.0;2.0;70.0;36.0;SHM;Kasihan; Kab. Bantul
Rumah Second;380.0;2.0;86.0;40.0;SHM;Kasihan; Kab. Bantul
Rumah Second;500.0;2.0;106.0;36.0;SHM;Seyegan; Kab. Sleman
Rumah Second;650.0;2.0;1000.0;60.0;SHM;Lendah; Kab. Kulon Progo
Rumah Second;12.0;6.0;163.0;220.0;SHM;Gamping; Kab. Sleman
Rumah Second;835.0;3.0;124.0;73.0;SHM;Kalasan; Kab. Sleman
Rumah Second;12.0;4.0;120.0;121.0;SHM;Ngemplak; Kab. Sleman
Rumah Second;65.0;4.0;557.0;450.0;SHM;Depok; Kab. Sleman
Rumah Second;950.0;4.0;117.0;140.0;SHM;Depok; Kab. Sleman
Rumah Second;550.0;4.0;90.0;114.0;SHM;Kasihan; Kab. Bantul
Rumah Second;1.0;3.0;85.0;85.0;SHM;Sewon; Kab. Bantul
Rumah Second;450.0;2.0;101.0;70.0;SHM;Kasihan; Kab. Bantul
Rumah Second;18.0;3.0;125.0;130.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;35.0;5.0;310.0;250.0;SHM;Kotagede; Kota Yogyakarta
Rumah Second;12.0;2.0;108.0;50.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;850.0;2.0;85.0;55.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;680.0;3.0;80.0;112.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;18.0;5.0;256.0;150.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;16.0;5.0;150.0;100.0;SHM;Depok; Kab. Sleman
Rumah Second;620.0;6.0;75.0;100.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;28.0;10.0;250.0;200.0;SHM;Depok; Kab. Sleman
Rumah Second;7.0;5.0;599.0;380.0;SHM;Mlati; Kab. Sleman
Rumah Second;15.0;2.0;60.0;120.0;SHM;Kraton; Kota Yogyakarta
Rumah Second;18.0;1.0;164.0;95.0;SHM;Banguntapan; Kab. Bantul
Rumah Second;395.0;2.0;92.0;50.0;SHM;Sedayu; Kab. Bantul
Rumah Second;25.0;4.0;357.0;400.0;SHM;Piyungan; Kab. Bantul
Rumah Second;18.0;3.0;232.0;200.0;SHM;Umbulharjo; Kota Yogyakarta
Rumah Second;780.0;5.0;143.0;135.0;SHM;Sleman; Kab. Sleman
Rumah Second;13.0;3.0;122.0;140.0;SHM;Banguntapan; Kab. Bantul
Rumah Second;840.0;3.0;80.0;140.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;14.0;3.0;278.0;150.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;545.0;3.0;110.0;60.0;SHM;Godean; Kab. Sleman
Rumah Second;258.0;2.0;70.0;30.0;SHM;Kalasan; Kab. Sleman
Rumah Second;65.0;6.0;450.0;400.0;SHM;Depok; Kab. Sleman
Rumah Second;28.0;5.0;254.0;350.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;35.0;6.0;220.0;320.0;SHM;Depok; Kab. Sleman
Rumah Second;18.0;3.0;135.0;160.0;SHM;Umbulharjo; Kota Yogyakarta
Rumah Second;25.0;4.0;110.0;220.0;SHM;Depok; Kab. Sleman
Rumah Second;550.0;3.0;124.0;58.0;SHM;Sleman; Kab. Sleman
Rumah Second;4.0;3.0;640.0;350.0;SHM;Gamping; Kab. Sleman
Rumah Second;18.0;6.0;253.0;240.0;SHM;Depok; Kab. Sleman
Rumah Second;875.0;2.0;131.0;70.0;SHM;Mlati; Kab. Sleman
Rumah Second;12.0;5.0;217.0;100.0;SHM;Umbulharjo; Kota Yogyakarta
Rumah Baru;175.0;2.0;66.0;33.0;HGB;Pandak; Kab. Bantul
Rumah Second;4965.0;2.0;112.0;36.0;SHM;Umbulharjo; Kota Yogyakarta
Rumah Second;74.0;8.0;260.0;450.0;SHM;Gamping; Kab. Sleman
Rumah Second;375.0;2.0;75.0;45.0;SHM;Prambanan; Kab. Sleman
Rumah Second;725.0;3.0;114.0;71.0;SHM;Jetis; Kota Yogyakarta
Rumah Second;699.0;3.0;119.0;80.0;SHM;Godean; Kab. Sleman
Rumah Second;999.0;3.0;103.0;105.0;SHM;Ngemplak; Kab. Sleman
Rumah Second;29.0;4.0;174.0;189.0;SHM;Gamping; Kab. Sleman
Rumah Second;15.0;5.0;158.0;172.0;SHM;Banguntapan; Kab. Bantul
Rumah Second;620.0;3.0;81.0;50.0;SHM;Prambanan; Kab. Sleman
Rumah Second;15.0;3.0;111.0;80.0;SHM;Ngemplak; Kab. Sleman
Rumah Second;2002.0;2.0;60.0;30.0;SHM;Moyudan; Kab. Sleman
Rumah Second;16.0;3.0;111.0;90.0;SHM;Ngemplak; Kab. Sleman
Rumah Second;735.0;3.0;105.0;70.0;SHM;Ngemplak; Kab. Sleman
Rumah Second;16.0;4.0;146.0;164.0;SHM;Kalasan; Kab. Sleman
Rumah Second;12.0;4.0;90.0;105.0;SHM;Banguntapan; Kab. Bantul
Rumah Second;375.0;2.0;108.0;45.0;SHM;Sleman; Kab. Sleman
Rumah Second;450.0;2.0;95.0;36.0;SHM;Kasihan; Kab. Bantul
Rumah Second;815.0;3.0;112.0;75.0;SHM;Depok; Kab. Sleman
Rumah Second;14.0;5.0;152.0;112.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;285.0;2.0;66.0;36.0;SHM;Jetis; Kab. Bantul
Rumah Second;858.0;3.0;132.0;50.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;700.0;2.0;168.0;98.0;SHM;Prambanan; Kab. Sleman
Rumah Second;275.0;2.0;80.0;30.0;SHM;Kalasan; Kab. Sleman
Rumah Second;38.0;5.0;472.0;130.0;SHM;Pakem; Kab. Sleman
Rumah Second;337.0;2.0;60.0;30.0;HGB;Seyegan; Kab. Sleman
Rumah Second;16.0;3.0;103.0;120.0;SHM;Godean; Kab. Sleman
Rumah Second;554.0;2.0;84.0;45.0;SHM;Kalasan; Kab. Sleman
Rumah Second;3746.0;2.0;60.0;40.0;SHM;Sedayu; Kab. Bantul
Rumah Second;600.0;2.0;53.0;100.0;SHM;Kalasan; Kab. Sleman
Rumah Second;9713.0;2.0;151.0;76.0;HGB;Gamping; Kab. Sleman
Rumah Second;925.0;3.0;141.0;100.0;SHM;Kalasan; Kab. Sleman
Rumah Second;490.0;2.0;72.0;36.0;SHM;Kalasan; Kab. Sleman
Rumah Second;999.0;3.0;103.0;100.0;SHM;Gondokusuman; Kota Yogyakarta
Rumah Second;435.0;2.0;45.0;98.0;SHM;Prambanan; Kab. Sleman
Rumah Second;101.0;4.0;281.0;275.0;SHM;Depok; Kab. Sleman
Rumah Second;93.0;4.0;235.0;275.0;SHM;Depok; Kab. Sleman
Rumah Second;93.0;4.0;234.0;275.0;SHM;Depok; Kab. Sleman
Rumah Second;93.0;4.0;233.0;275.0;SHM;Depok; Kab. Sleman
Rumah Baru;270.0;2.0;84.0;45.0;HGB;Playen; Kab. Gunung Kidul
Rumah Baru;12.0;3.0;126.0;80.0;HGB;Kasihan; Kab. Bantul
Rumah Second;485.0;2.0;80.0;36.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;197.0;2.0;64.0;26.0;SHM;Prambanan; Kab. Sleman
Rumah Second;280.0;2.0;61.0;35.0;SHM;Prambanan; Kab. Sleman
Rumah Second;765.0;2.0;108.0;50.0;SHM;Godean; Kab. Sleman
Rumah Second;388.0;2.0;40.0;81.0;SHM;Sedayu; Kab. Bantul
Rumah Second;592.0;2.0;90.0;36.0;SHM;Depok; Kab. Sleman
Rumah Second;670.0;2.0;130.0;50.0;SHM;Mlati; Kab. Sleman
Rumah Second;285.0;2.0;93.0;36.0;SHM;Sedayu; Kab. Bantul
Rumah Second;725.0;4.0;140.0;100.0;SHM;Kalasan; Kab. Sleman
Rumah Second;629.0;3.0;118.0;52.0;SHM;Mlati; Kab. Sleman
Rumah Second;350.0;2.0;100.0;36.0;SHM;Kalasan; Kab. Sleman
Rumah Second;425.0;2.0;77.0;77.0;SHM;Kasihan; Kab. Bantul
Rumah Second;375.0;2.0;70.0;40.0;SHM;Kalasan; Kab. Sleman
Rumah Second;625.0;2.0;100.0;43.0;SHM;Godean; Kab. Sleman
Rumah Second;260.0;2.0;76.0;40.0;SHM;Prambanan; Kab. Sleman
Rumah Second;17.0;5.0;200.0;150.0;SHM;Depok; Kab. Sleman
Rumah Second;375.0;2.0;72.0;60.0;SHM;Kalasan; Kab. Sleman
Rumah Second;18.0;3.0;125.0;150.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;765.0;3.0;105.0;70.0;SHM;Ngemplak; Kab. Sleman
Rumah Second;2.0;3.0;114.0;125.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;730.0;2.0;108.0;50.0;SHM;Seyegan; Kab. Sleman
Rumah Second;650.0;2.0;100.0;45.0;SHM;Mlati; Kab. Sleman
Rumah Second;185.0;2.0;60.0;27.0;SHM;Jetis; Kab. Bantul
Rumah Second;14.0;4.0;104.0;140.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;16.0;4.0;120.0;142.0;SHM;Kalasan; Kab. Sleman
Rumah Second;950.0;3.0;145.0;85.0;SHM;Depok; Kab. Sleman
Rumah Second;890.0;3.0;102.0;70.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;385.0;2.0;36.0;80.0;SHM;Sedayu; Kab. Bantul
Rumah Second;28.0;2.0;153.0;300.0;SHM;Ngemplak; Kab. Sleman
Rumah Second;575.0;2.0;73.0;73.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;700.0;3.0;99.0;75.0;SHM;Sleman; Kab. Sleman
Rumah Second;480.0;3.0;60.0;62.0;SHM;Prambanan; Kab. Sleman
Rumah Second;299.0;2.0;60.0;30.0;SHM;Seyegan; Kab. Sleman
Rumah Second;15.0;3.0;121.0;100.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;15.0;4.0;118.0;160.0;SHM;Depok; Kab. Sleman
Rumah Second;275.0;2.0;70.0;36.0;SHM;Sedayu; Kab. Bantul
Rumah Second;13.0;3.0;175.0;166.0;SHM;Godean; Kab. Sleman
Rumah Second;495.0;2.0;120.0;55.0;SHM;Kalasan; Kab. Sleman
Rumah Second;398.0;2.0;80.0;36.0;SHM;Sleman; Kab. Sleman
Rumah Second;2.0;4.0;119.0;126.0;SHM;Ngemplak; Kab. Sleman
Rumah Second;925.0;2.0;103.0;100.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;655.0;2.0;118.0;45.0;SHM;Kasihan; Kab. Bantul
Rumah Second;625.0;2.0;88.0;45.0;HGB;Godean; Kab. Sleman
Rumah Second;496.0;2.0;111.0;36.0;SHM;Godean; Kab. Sleman
Rumah Second;250.0;2.0;60.0;40.0;SHM;Prambanan; Kab. Sleman
Rumah Second;13.0;3.0;134.0;110.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;480.0;2.0;72.0;36.0;SHM;Kalasan; Kab. Sleman
Rumah Second;745.0;2.0;119.0;45.0;SHM;Mlati; Kab. Sleman
Rumah Second;560.0;3.0;115.0;60.0;SHM;Mlati; Kab. Sleman
Rumah Second;260.0;2.0;60.0;36.0;SHM;Ngemplak; Kab. Sleman
Rumah Second;545.0;2.0;100.0;45.0;SHM;Kalasan; Kab. Sleman
Rumah Second;395.0;3.0;98.0;60.0;SHM;Kasihan; Kab. Bantul
Rumah Second;495.0;2.0;112.0;36.0;SHM;Depok; Kab. Sleman
Rumah Second;11.0;3.0;109.0;110.0;SHM;Prambanan; Kab. Sleman
Rumah Second;13.0;2.0;134.0;70.0;SHM;Bantul; Kab. Bantul
